39846.0,56.2960142996
39846.0104167,42.6238213453
39846.0208333,41.6308717711
39846.03125,44.5472697793
39846.0416667,32.5017621448
39846.0520833,29.3295747058
39846.0625,25.7039387117
39846.0729167,21.9849991571
39846.0833333,22.5558537615
39846.09375,19.4006098847
39846.1041667,17.2147635963
39846.1145833,19.6120307826
39846.125,16.1080522288
39846.1354167,16.0512441482
39846.1458333,18.0228269441
39846.15625,15.4966016522
39846.1666667,15.8982766213
39846.1770833,16.7561089564
39846.1875,14.8760960189
39846.1979167,15.9384472997
39846.2083333,15.0991842817
39846.21875,16.2177890999
39846.2291667,17.848327719
39846.2395833,17.71875264
39846.25,19.3255172008
39846.2604167,27.6624438563
39846.2708333,34.0693513864
39846.28125,44.9908485532
39846.2916667,59.2900824828
39846.3020833,65.8098745753
39846.3125,101.585580966
39846.3229167,128.326271692
39846.3333333,138.211182282
39846.34375,114.64459815
39846.3541667,131.011695949
39846.3645833,104.862171421
39846.375,109.370826694
39846.3854167,91.879136595
39846.3958333,85.9273789782
39846.40625,85.3166039222
39846.4166667,85.3543384885
39846.4270833,83.108918348
39846.4375,75.2024640552
39846.4479167,71.4719992701
39846.4583333,70.8837632726
39846.46875,96.257013673
39846.4791667,83.5752215451
39846.4895833,69.9624147994
39846.5,83.2317153503
39846.5104167,65.0021363684
39846.5208333,71.594098183
39846.53125,72.6856763202
39846.5416667,70.3173139468
39846.5520833,65.2632510885
39846.5625,66.1715689941
39846.5729167,63.4933811345
39846.5833333,69.1203874556
39846.59375,54.557161975
39846.6041667,41.6973652783
39846.6145833,56.0305473724
39846.625,51.9361928499
39846.6354167,54.5197589139
39846.6458333,56.2653630703
39846.65625,47.8792472133
39846.6666667,58.3326586061
39846.6770833,54.5498459427
39846.6875,53.252969793
39846.6979167,53.5884045589
39846.7083333,63.0798207416
39846.71875,61.2158304855
39846.7291667,53.3266510502
39846.7395833,66.0537260009
39846.75,60.438249191
39846.7604167,78.1265315691
39846.7708333,81.1757320002
39846.78125,89.6667171523
39846.7916667,94.069703018
39846.8020833,83.4724517623
39846.8125,92.9612186063
39846.8229167,86.2659332241
39846.8333333,93.1641226517
39846.84375,90.5568667397
39846.8541667,76.2882282281
39846.8645833,72.3168416903
39846.875,75.1830558472
39846.8854167,80.5386436476
39846.8958333,75.761572685
39846.90625,80.8204702634
39846.9166667,73.6610338751
39846.9270833,69.3128492365
39846.9375,67.4122786864
39846.9479167,71.8144284686
39846.9583333,63.1317752911
39846.96875,58.0795197161
39846.9791667,66.1733263568
39846.9895833,55.7516860161
39847.0,50.658533713
39847.0104167,39.0846574977
39847.0208333,42.4072497275
39847.03125,39.5140606059
39847.0416667,30.8724844854
39847.0520833,29.7517838002
39847.0625,27.6534102385
39847.0729167,21.6413659155
39847.0833333,22.8671645226
39847.09375,18.9498924305
39847.1041667,20.285336247
39847.1145833,18.9755550966
39847.125,18.1123068995
39847.1354167,16.8884179303
39847.1458333,16.4230841187
39847.15625,15.5267527637
39847.1666667,15.5566280451
39847.1770833,15.0192056236
39847.1875,14.2723490206
39847.1979167,16.2420440251
39847.2083333,15.988396292
39847.21875,16.8138466344
39847.2291667,18.2021961723
39847.2395833,18.0812356927
39847.25,18.9186884546
39847.2604167,30.7966569015
39847.2708333,29.8519033701
39847.28125,46.4063213063
39847.2916667,55.8317921538
39847.3020833,82.4584643299
39847.3125,87.0749099731
39847.3229167,136.754213433
39847.3333333,113.882238142
39847.34375,108.671539584
39847.3541667,119.51157741
39847.3645833,111.600862667
39847.375,99.8298061849
39847.3854167,90.0043587855
39847.3958333,72.3095464191
39847.40625,78.3056623324
39847.4166667,89.3950350919
39847.4270833,76.3003559444
39847.4375,77.3241163293
39847.4479167,88.4571725711
39847.4583333,78.2817893194
39847.46875,83.1369101756
39847.4791667,85.4507717191
39847.4895833,62.5942548001
39847.5,57.4365312315
39847.5104167,67.203837922
39847.5208333,71.8504522799
39847.53125,68.8719630106
39847.5416667,76.4665221844
39847.5520833,63.260017571
39847.5625,56.1128014888
39847.5729167,78.0021253414
39847.5833333,65.6219224319
39847.59375,55.3363861869
39847.6041667,56.5936513203
39847.6145833,53.428732942
39847.625,50.1014369076
39847.6354167,55.3941354979
39847.6458333,53.3499792339
39847.65625,51.0744355307
39847.6666667,43.1934645307
39847.6770833,47.4444866132
39847.6875,55.996466301
39847.6979167,63.9777731937
39847.7083333,61.3202891733
39847.71875,53.4221580671
39847.7291667,66.877879728
39847.7395833,62.7649633893
39847.75,60.5005465489
39847.7604167,82.0540527973
39847.7708333,80.3614909665
39847.78125,70.2110954251
39847.7916667,83.3311695057
39847.8020833,97.0249287575
39847.8125,94.2619892671
39847.8229167,101.058361968
39847.8333333,110.1214627
39847.84375,83.2829754107
39847.8541667,96.2170573861
39847.8645833,70.6398106799
39847.875,75.6830715958
39847.8854167,89.6048096746
39847.8958333,78.0412773339
39847.90625,71.8466537151
39847.9166667,74.4207260043
39847.9270833,58.5777347411
39847.9375,64.9768174727
39847.9479167,74.3213021007
39847.9583333,72.3799954416
39847.96875,70.6715685784
39847.9791667,71.022863954
39847.9895833,59.8997157081
39848.0,46.0335052655
39848.0104167,45.0050442811
39848.0208333,39.5053512734
39848.03125,40.5653580715
39848.0416667,34.8442279195
39848.0520833,27.3008963254
39848.0625,27.0971769988
39848.0729167,24.1293913593
39848.0833333,24.0096482573
39848.09375,19.2778253989
39848.1041667,18.5447859671
39848.1145833,19.1012291555
39848.125,18.6058549989
39848.1354167,14.6483872966
39848.1458333,15.9472572117
39848.15625,14.8693570473
39848.1666667,15.2711554382
39848.1770833,15.710890333
39848.1875,14.4476670064
39848.1979167,15.2446659734
39848.2083333,17.0074872557
39848.21875,16.4172563494
39848.2291667,16.8766783758
39848.2395833,19.5776932552
39848.25,20.0147838206
39848.2604167,27.2172109931
39848.2708333,28.5666171191
39848.28125,46.7564571805
39848.2916667,69.9462029257
39848.3020833,69.2149202818
39848.3125,97.6104370629
39848.3229167,131.981660415
39848.3333333,141.118289483
39848.34375,127.301856445
39848.3541667,143.405009462
39848.3645833,108.873990093
39848.375,107.44854505
39848.3854167,79.0756663889
39848.3958333,84.6747112228
39848.40625,85.9541758305
39848.4166667,88.0304405385
39848.4270833,76.0041186513
39848.4375,78.9140729318
39848.4479167,83.9931156774
39848.4583333,83.2074866523
39848.46875,86.564342091
39848.4791667,81.0168500887
39848.4895833,72.8839005345
39848.5,74.5448956969
39848.5104167,65.2288862494
39848.5208333,71.8112593454
